song_name,artist,lyrics,emotion
Hapus Aku,Nidji,"Lirik ""Hapus Aku""

 
Tuliskan kesedihan
Semua tak bisa kau ungkapkan
Dan kita 'kan bicara
Dengar hatiku

 
Buang semua puisi
Antara kita berdua
Kau bunuh dia sesuatu
Yang kusebut itu cinta

 
Yakinkan aku, Tuhan
Dia bukan milikku
Biarkan waktu, waktu
Hapus aku
Sadarkan aku, Tuhan
Dia bukan milikku
Biarkan waktu. waktu
Hapus aku

 
Tuliskan kesedihan
Semua tak bisa kau hentikan
Dan kita 'kan bicara
Dengar jiwaku
You might also like 
Buang semua puisi
Antara kita berdua
Kau bunuh dia sesuatu
Yang kusebut itu cinta

 
Yakinkan aku, Tuhan
Dia bukan milikku
Biarkan waktu, waktu
Hapus aku
Sadarkan aku, Tuhan
Dia bukan milikku
Biarkan waktu. waktu
Hapus aku

 

 
Yakinkan aku, Tuhan
Dia bukan milikku
Biarkan waktu, waktu
Hapus aku
Sadarkan aku, Tuhan
Dia bukan milikku
Biarkan waktu. waktu
Hapus aku
 
Oh oh oh
Oh oh oh oh
Oh oh oh
Oh oh oh oh
Oh oh oh
Oh oh oh oh
Oh oh oh
Oh oh oh oh",0
Dari planet lain,Sal Priadi," 

 
Sepertinya kau memang dari planet yang lain
Dikirim ke Bumi untuk orang-orang sepertiku
Sepertinya kau memang dari planet yang jauh
Dikirim ke Bumi untuk datang menemani aku

 
Yang kalau ditanya apa bentuk cinta aku juga bingung jawabnya
Enggak tahu gimana
Menyimpan banyak tanya tentang cinta, aku bingung carinya di mana
Tanya ke siapa

 
Lalu datang kau yang unik, kau temani aku jalan pelan
Berdampingan, tidak buru-buru, gandeng tangan
Aku pernah kehilangan, ketakutan lalu kau terangkan
Bahwa itulah bagian
Dari cara hidup berpasangan

 
Kau memang dari planet-planet yang lain
Kuyakin
Dikirim ke Bumi
Untuk orang-orang sepertiku
You might also like 
Holy moly
Kau dikirim untuk orang-orang sepertiku",0
Aku Sayang Kamu,Iwan Fals,"Aku Sayang Kamu

Susah-susah mudah kau kudekati
Kucari engkau lari, kudiam kau hampiri
Jinak burung dara justru itu kusuka
Bila engkau tertawa hilang semua duka

Gampang naik darah, omong tak mau kalah
Kalau datang senang, nona cukup ramah
Bila engkau bicara persetan logika
Sedikit keras kepala, ah, dasar betina

Ku suka kamu
Sungguh suka kamu
Ku perlu kamu
Sungguh perlu kamu

Engkau aku sayang sampai dalam tulang
Banyak orang bilang aku mabuk kepayang
Aku cinta kamu, bukan cinta uangmu
Aku puja selalu setiap ada waktu

Ku suka kamu
Sungguh suka kamu
Ku perlu kamu
Sungguh perlu kamu
You might also likeLangsat kuning cina warna kulit nona
Bibir merah muda, lesung pipit pun ada
Wajah cukup lumayan, dapat poin enam
Kalau nona berjalan, rembulan pun padam

Ku suka kamu
Sungguh suka kamu
Ku perlu kamu
Sungguh perlu kamu

Ku suka kamu
Sungguh suka kamu
Ku perlu kamu
Sungguh perlu kamu",0
Tak Lagi Lagi,Febinda Tito,"Seperempat perjalanan sudah
Ku merasa hilang arah
Dan tak tahu apa tujuanku

Ku tahu ku tak boleh rapuh
Tapi bagaimana
Bila ku tak bisa melakukannya

Aku ingin rebah
Pergi tanpa beban
Karena ku tak bisa
Tak bisa bertahan

Aku ingin berlari
Tanpa peduli lagi
Ekspektasi tinggi

Aku ingin kau mengerti
Bahwa diri ini
Hanya manusia
Yang tak sempurna

Kita hidup di dunia yang
Banyak harapan
Dari orang-orang
Dan diri sendiri
You might also likeNamun tak apa bila kita
Mencoba sejenak
Beristirahat dari
Kerasnya semesta

Aku ingin rebah
Pergi tanpa beban
Karena ku tak bisa
Tak bisa bertahan

Aku ingin berlari
Tanpa peduli lagi
Ekspektasi tinggi

Aku ingin kau mengerti
Bahwa diri ini
Hanya manusia
Yang tak sempurna

Aku ingin berlari
Tanpa peduli lagi
Ekspektasi tinggi

Aku ingin kau mengerti
Bahwa kita hanya
Hanya manusia
Yang tak sempurna
Kita manusia
Yang tak
Sempurna

Kita manusia
Yang tak
Sempurna",1
Hari Kita Berdua,Sherina Munaf,"Setiap manusia
Yang mencari bahagia
Mengarungi samudaria
Temukan yang s'lalu setia

Di atas langit s'lalu ada lagi
Langit lebih tinggi
Tetapi detik ini akan ku hargai
Bersamamu di sini

Tanpa berlari
Nikmati hari
Harinya kita berdua
 

Betapa bahagianya
Bersama berdua
Betapa senangnya
Betapa bahagianya
Denganmu lagi
Bertualang kembali

Setiap manusia
Yang mencari bahagia
Sebelum ke ujung dunia
Ingat s'lalu yang bersedia
Karena hanya yang
Berjiwa satria
Hargai karunia
You might also likeBetapa bahagianya
Bersama berdua
Betapa senangnya
Betapa bahagianya
Denganmu lagi
Bertualang kembali

Betapa bahagianya
Bersama berdua
Betapa senangnya
Betapa bahagianya
Denganmu lagi
Bertualang kembali

Mensyukuri
Hari kita berdua",1
Khayalan Tingkat Tinggi,Noah," 

 
Awal ku melihat
Kuyakin ini bukanlah yang biasa
Mengagumkan
Melemahkan aku melihat tatap matanya

 
Garis tawanya
Waktu berhenti apabila ku memandangnya
Mengagumkan
Melemahkan aku melihat tatap matanya

 
Khayalan ini setinggi-tingginya
Seindah-indahnya
Tempatku memikirkannya
Bila ku dapat kusimpan wajahnya
Memegang indahnya
Berpura memilikinya

 
Yang kunanti
Saat memegang tangannya
Sampai nanti
Tetap memegang tangannya
You might also like 

 
Khayalan ini setinggi-tingginya
Seindah-indahnya
Tempatku memikirkannya
Bila ku dapat kusimpan wajahnya
Memegang indahnya
Berpura memilikinya",0
Kehilangan,Idgitaf," 

 
Orang-orang benar
Tentang setiap manusia punya
Masa dan waktunya
Di hidup kita
Tak selamanya

 
Orang-orang benar
Tentang akan ada manusia
Yang tak bisa untuk
Seumur hidup
Ya sudah cukup

 
Tapi jika bisa pinta satu hal
Agar dia yang sudah mengenal
Luar dalamku
Baik burukku
Untuk menetap dalam hidupku

 
Dan yang lain bisa pergi
Tapi yang ini jangan
Sudah banyak yang dibagi
Aku tak siap untuk kehilangan
You might also like 
Orang orang juga benar
Jika ini semua bukan
Tentang yang kau mau
Tapi yang kau butuh
Aku juga tahu

 
Tapi jika bisa pinta satu hal
Agar dia yang sudah mengenal
Luar dalamku
Baik burukku
Untuk menetap dalam hidupku

 
Dan yang lain bisa pergi
Tapi yang ini jangan
Sudah banyak yang dibagi
Aku tak siap untuk kehilangan

 

 
Tapi jika bisa pinta satu hal
Agar dia yang sudah mengenal
Luar dalamku
Baik burukku
Untuk menetap dalam hidupku
 
Dan yang lain bisa pergi
Tapi yang ini jangan
Sudah banyak yang dibagi
Aku tak siap untuk kehilangan
Dan   yang lain bisa pergi  
Tapi yang ini jangan
Sudah banyak yang dibagi
Aku tak siap untuk
Aku tak siap untuk kehilangan",0
Cintanya Aku,Tiara Andini," 

 
Tergetar aku tepat di hadapanmu
Debar jantungku berdetak, saat ku genggam tanganmu
Beruntung aku, kini dapatkan cintamu
Yang tercantik di hatiku, sejak awal ku bertemu

 
Janji padaku, jangan kau lukai hati
Seperti kisah yang lalu

 
Kau bukan cinta pertamaku
Namun aku berharap
Mulai hari ini, saat ini
Engkau cintanya aku

 
Yang kurasakan denganmu semua berbeda
Kekasih yang baik hati
Kini ada di sampingku

 
Janji padaku jangan ada lagi
Hati yang lain, selain aku
Ooh-Ooh
You might also like 
Kau bukan cinta pertamaku
Namun aku berharap
Mulai hari ini, saat ini
Engkau cintanya aku

 
Jangan pernah ragukan kesetiaan hatiku, ooh
Ku tak inginkan bila ini terbagi
Cinta, ooh
Engkau cintanya aku

 
Kau bukan cinta pertamaku
Namun aku berharap
Mulai hari ini, saat ini
Engkau cintanya aku
Kau bukan cinta pertamaku
Namun aku berharap
Mulai hari ini, saat ini
Engkau cintanya aku
Mulai hari ini, saat ini
Engkau cintanya aku, ooh

 
Satu untuk selamanya, ooh",1
Heaven,Rafi Sudirman," 
You, sent from heaven
It feels like you
You, sent from heaven
It feels like you

 
Seperti warna pelangi
Bersinar dari kedua bola matamu
Bagaikan cahya mentari
Kau hangatkan duniaku, kau untukku

 
Jika memang adanya
Aku dan kamu
Kita bahagia
Jadikanlah cerita
Kita berdua
Untuk s'lamanya

 
Bagai dunia surgawi
Ku rasakan hidup ini bersamamu
Tak ku menghitung hari
Sejak engkau di sini aku memang untukmu, yeah
You might also like 
Jika memang adanya
Aku dan kamu
Kita bahagia
Jadikanlah cerita
Kita berdua
Untuk s'lamanya

Jika memang adanya
Aku dan kamu
Kita bahagia
Jadikanlah cerita
Kita berdua
Untuk s'lamanya

 
You, sent from heaven
It feels like you
You, sent from heaven
It feels like you
You, sent from heaven
Heaven feels likе you
You and me
Me and you
Make it through togеther
You and me
Me and you
Make it through together
Reach to heaven
Jadikan cinta ini surga duniawi
Milik kita berdua selalu abadi
Jadikan cinta ini surga duniawi
Milik kita berdua selalu abadi
Jadikan cinta ini surga duniawi
Milik kita berdua selalu abadi
Jadikan cinta ini surga duniawi
Milik kita berdua selalu abadi

 
Jika memang adanya
Aku dan kamu
Kita bahagia
Jadikanlah cerita
Kita berdua
Untuk s'lamanya",1
Ragu?,RAYHAN NOOR," 

 
Sembilu datang menghampiri
Berbisik, ""Kau tak seindah dulu""
Menderu, terus menghantui
Ku percaya ku t'lah layu

 
Berat melepaskan ini
Ragu yang tak mau pergi

 
Uh, uh-uh
Tak perlu kau habiskan waktumu
Uh, uh-uh
Pertanyakan yang telah lalu
Uh, uh-uh

 
Mereka jalan masa depan
Terbutakan oleh keraguan
Menderu, terus menghantui
Sempat percaya ku tak mampu

 
Kau tak pernah sungguh mengerti
Tentang apa yang telah kau pahami
You might also like 
Uh, uh-uh
Tak perlu kau habiskan waktumu
Uh, uh-uh
Pertanyakan yang telah lalu
Uh, uh-uh
Tak perlu kau habiskan waktumu
Uh, uh-uh
Pertanyakan yang telah lalu

 
Du-du-du, du-du-du-du
Ta-ra-ram, da-ra-ra-rap
Ta-ra-ram, da-ra-ra-rap
Ra-ra-ram, da-ra-dam, da-ra-dam, da-rap
Ta-ra-ram, da-ra-ra-rap
Ta-ra-ram, da-ra-ra-ra
Ra-ra-ra-pa
Ra-ra-ra-ra-ra
Ra-ra-ra-ra-ra, da, da-ra-ra-ra-ra
Ta-ra-ra-ra-ra-ra-ra-ra-ra-ra
Ta-ra-dam, da-ra-ra-rap
Ta-ra-dam, da-ra-ra-ra, ra-ra-ra-ra

 
Uh, uh-uh
Tak perlu kau habiskan waktumu
Uh, uh-uh
Pertanyakan yang telah lalu
Uh, uh-uh
Tak perlu kau habiskan waktumu
Uh, uh-uh
Pertanyakan yang telah lalu",1
Teman Sejati,Hivi!," 

 
Ingatkah saat dulu ketika kelas satu
Kita tak kenal dan tak saling tahu
Kita saling berkenalan
Yang cantik juga tampan
Muka teladan sampai muka preman

 
Kadang saling canda tawa
Kadang benci besok lupa
Oh indahnya masa SMA

 
Meski tak ada yang abadi
Tapi kamu 'kan selalu di hati
Ke manapun dua kaki ini melangkah nanti
Kuingin kau mengerti
Bagiku kau teman sejati

 
Ada yang jatuh cinta
Ada yang gagal cinta
Juga ada yang ditikung hatinya
Tapi kita tak peduli
Susah senang dihadapi
Kar'na itu tak terulang lagi
You might also like 
Kadang saling canda tawa
Kadang benci besok lupa
Sungguh indahnya masa SMA

 
Meski tak ada yang abadi
Tapi kamu 'kan selalu di hati
Ke manapun dua kaki ini melangkah nanti
Kuingin kau mengerti
Bagiku kau teman sejati

 

 
Meski tak ada yang abadi
Tapi kamu 'kan selalu di hati  
Ke manapun dua kaki ini melangkah nanti
Kuingin kau mengerti  
Bagiku kau teman sejati

Meski tak ada yang abadi
Tapi kamu 'kan selalu di hati
Ke manapun dua kaki ini melangkah nanti
Oh, bagiku kau teman sejati
Andai waktu dapat berhenti
Sejenak sebelum beranjak pergi
Ke mana pun dua kaki ini melangkah nanti
Kuingin kau mengerti  
'tuk kau simpan di hati  
Bagiku kau teman sejati

 
Dan masa paling indah
Masa-masa di sekolah
Dan kisah paling indah
Kisah kasih di sekolah",1
Buktikan,Tiara Andini," 

 
Ketika ku, ketika kamu dalam satu
Cinta yang baru saja satu
Kucoba untuk mengenalmu  
Membaca kamu

 
Oh, lamakah kita bertahan?
Setiap tingkahku membuatmu bertanya padaku

 
Apakah kamu benar-benar sayang aku?
Tentu saja, ku benar sayang kamu
Buktikanlah, buktikan, coba buktikan padaku
Hati ini, cinta ini hanya butuh, hanya ingin dirimu
Dirimu selamanya
Buktikanlah, buktikan, coba buktikan kepadaku
Huu-ooh-ooh, yeah

 
Dua minggu telah berlalu, masih saja kutunggu
Dirimu dari dugaanku  , prasangkaan burukku
Benarkah aku? Salahkah aku? Hu-uh, uh, uh-oh
Yang selalu meragukan cintamu
You might also like 
Lamakah kita bertahan?
Setiap tingkahku membuatmu bertanya padaku

 
Apakah kamu benar-benar sayang aku?
Tentu saja, ku benar sayang kamu
Buktikanlah, buktikan, coba buktikan padaku
Hati ini, cinta ini hanya butuh, hanya ingin dirimu, oh
Dirimu selamanya
Buktikanlah, coba buktikan kepadaku

 
Ku akan membuktikan  
Ku akan menyaksikan
Dan hanyalah kepercayaan yang bisa
Membuat   kita bertahan
S'lamanya  , ho-ho
S'lama-lamanya

 
Apakah kamu benar-benar sayang aku?
Tentu saja, ku benar sayang kamu
Buktikanlah, buktikan, buktikanlah
Hati ini, cinta ini hanya butuh, hanya ingin dirimu
Dirimu, ha-ah-ah
Buktikanlah, buktikan, coba buktikan kepadaku
Apakah kamu benar-benar...
Apakah kamu benar-benar...
Apakah kamu benar-benar sayang padaku?
Buktikanlah, buktikan, coba buktikan padaku",1
Timur,The Adams,"Lirik ""Timur""

 
Masa depan kadang menakutkan
Penuh dengan ketidakpastian
Lebih mudah jika tak dipikirkan
Kita bisa membuat rencana
Untuk sekian tahun ke depan
Tapi percuma jika selesai di tengah jalan

 
Namun tiap kudengar namamu
Makin terbayang masa depanku
Semakin jelas tujuan
Dan yang ku harus lakukan
Saat aku dan kamu bicara
Tentang harapan dan cita-cita
Semua yang kita damba
Akan terasa seperti
Amat nyata

 
Kadang kita takkan mendapatkan
Yang diinginkan dan dimimpikan
Semua usaha hanya sia-sia
You might also like 
Namun tiap kudengar namamu
Makin terbayang masa depanku
Semakin jelas tujuan
Dan yang ku harus lakukan
Saat aku dan kamu bicara
Tentang harapan dan cita-cita
Semua yang kita damba
Akan terasa seperti
Amat nyata
 

 

 
Aku tak bisa menjanjikan surga
Atau bahagia untuk selamanya
Tetapi jika engkau terus percaya
Pasti akan ada jalan

 
Namun tiap kudengar namamu
Makin terbayang masa depanku
Semakin jelas tujuan
Dan yang ku harus lakukan
 
Dan di hariku yang paling gelap
Semoga aku akan mengingat
Bahwa ini sementara
Dan akan segera pergi
Dengan cepat1",1
Tunggu Aku Di Jakarta,Sheila On 7," 
Masih saja kuteringat
Kata iringi kau pergi
Jadikan sore itu satu janji
Kau akan setia untukku
Kembali untuk diriku
Mengingatku walau aku jauh

 
Aku pun sempat janjikan
Kukayuh semua mimpiku
Kulabuh tepat di kotamu
Dan kau pun selalu janjikan
Kau 'kan menungguku datang
Bersatu kembali seperti dulu

 
Dan bila aku pun rindu
Pada nyamannya kecupmu
Pada hangatnya tawamu
Kudendangkan dengan gitar
Lagu-lagu kesayangan
Sambil kuingat indah wajahmu

 
Tunggulah aku di Jakartamu
Tempat labuhan semua mimpiku
Tunggulah aku di kota itu
Tempat labuhan semua mimpiku
You might also like 

 
Aku pun sempat janjikan
Kukayuh semua mimpiku
Kulabuh tepat di kotamu
Dan kau pun selalu janjikan
Kau 'kan menungguku datang
Bersatu kembali seperti dulu

 
Dan bila aku pun rindu
Pada nyamannya kecupmu
Pada hangatnya tawamu
Kudendangkan dengan gitar
Lagu-lagu kesayangan
Sambil kuingat indah wajahmu

 
Tunggulah aku di Jakartamu
Tempat labuhan semua mimpiku
Tunggulah aku di kota itu
Tempat labuhan semua mimpiku

Tunggulah aku di kota itu
Tempat labuhan semua mimpiku
Tunggulah aku di Jakartamu
Tempat labuhan semua mimpiku",1
Asmalibrasi,Soegi Bornean," 
Asmara telah terkalibrasi frekuensi yang sama
Saatnya 'tuk mengikat janji merangkum indahnya

 
Laras rasa nihil ragu
Biar, biarlah merayu di ruang biru
Bias kita jadi taksu gairah kalbu mendayu
Sabda diramu

 
Jadikan hanya aku satu-satunya
Sang garwa pambage, sang pelipur lara
Nyanyikan 'ku kidung setia

Jadikan hanya aku satu-satunya
Sang garwa pambage, sang pelipur lara
Nyanyikan 'ku kidung setia

 
Kini saatnya merangkai binar asmara
Melebur 'tuk satukan ego dalam indahnya

 
Berdansa dalam bahtera mahligai rasa
Merajut ketulusan jiwa
Mengabdi dalam indahnya kalbu
Mengukir ruang renjana selamanya
You might also like 
Jadikan hanya aku satu-satunya
Sang garwa pambage, sang pelipur lara
Nyanyikan 'ku kidung setia

Jadikan hanya aku satu-satunya
Sang garwa pambage, sang pelipur lara
Nyanyikan 'ku kidung setia

 
Berdansa dalam bahtera mahligai rasa
Merajut ketulusan jiwa
Mengabdi dalam indahnya kalbu
Mengukir ruang renjana selamanya

 
Jadikan hanya aku satu-satunya
Sang garwa pambage, sang pelipur lara
Nyanyikan 'ku kidung setia

Jadikan hanya aku satu-satunya
Sang garwa pambage, sang pelipur lara
Nyanyikan 'ku kidung setia

 
Asmara telah terkalibrasi
Asmara telah terkalibrasi
Dan jadikan 'ku kidung setia
Asmara telah terkalibrasi
Asmara telah terkalibrasi
Dan jadikan 'ku kidung setia",0
Evaluasi,Hindia," 

 
Yang tak bisa terobati
Biarlah
Mengering sendiri
Menghias tubuh dan
Yang mengevaluasi
Ragamu
Hanya kau sendiri
Mereka tak mampu

 
Melewati yang telah kau lewati
Tiap berganti hari
Rintangan yang kau hadapi

 
Masalah yang mengeruh
Oh, perasaan yang rapuh
Ini belum separuhnya
Biasa saja
Kamu tak apa

 
Yang selalu ingin ambil peran
Hanya berlomba menjadi lebih
Sedih dari dirimu
You might also like 
Muak dikesampingkan
Disamakan
Hatimu terluka, sempurna

 
Masalah yang mengeruh
Oh, perasaan yang rapuh
Ini belum separuhnya
Biasa saja
Kamu tak apa
Perjalanan yang jauh
Kau bangun untuk bertaruh
Hari belum selesai
Biasa saja
Kamu tak apa

 
Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedih ku bersamamu kali ini
Ku masih ingin melihatmu esok hari
Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedih ku bersamamu kali ini
Ku masih ingin melihatmu esok hari
 
Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedih ku bersamamu kali ini
Ku masih ingin melihatmu esok hari1",1
Satu-Satu,Idgitaf," 

 
Mata pernah melihat
Telinga pernah mendengar
Badan pernah merasa
Terekam jelas, seakan terjadi baru saja, hm-mm

 
Siapakah yang salah?
Siapa yang tanggung jawab?
Waktu terus berjalan
Terasa salah karena ada yang belum selesai, oh-oh-oh

 
Aku sudah tak marah
Walau masih teringat
Semua yang terjadi kemarin
Jadikanku yang hari ini
Aku sudah tak benci
Walau nyatanya merugi
Terdengar tidaknya kata maaf
Dada lapang terima semua

 
Akan ada masa depan
Bagi semua yang bertahan
Duniaku pernah hancur
Rangkai lagi satu-satu
You might also like 
 
 

 
Tak semua 'kan paham
Hm, dan tak semua katakan
Maaf, semua harus terjadi  
Kini kau tak sendiri lagi  
Aku akan coba pahami, oh-oh

 
Aku sudah tak marah
Walau masih teringat
Semua yang terjadi kemarin
Jadikanku yang hari ini
Aku sudah tak benci
Walau nyatanya merugi
Terdengar tidaknya kata maaf
Dada lapang terima semua

 
Akan ada  
Masa depan  
Bagi semua yang bertahan
Duniaku pernah hancur
Rangkai lagi satu-satu
 

 
Akan ada  
Masa depan  
Bagi semua yang bertahan
Duniaku pernah hancur
Rangkai lagi satu-satu, ho-oh
 
  akan ada masa depan
 
Rangkai lagi satu-satu  , hu-uh
Rangkai lagi satu-satu
Rangkai lagi satu-satu",0
Menghapus Jejakmu,Noah,"Lirik ""Menghapus Jejakmu""

 
Terus melangkah melupakanmu
Lelah hati perhatikan sikapmu
Jalan pikiranmu buatku ragu
Tak mungkin ini tetap bertahan
Perlahan mimpi terasa mengganggu
Kucoba untuk terus menjauh
Perlahan hatiku terbelenggu
Kucoba untuk lanjutkan hidup

 
Engkau bukanlah segalaku
Bukan tempat 'tuk hentikan langkahku
Usai sudah semua berlalu
Biar hujan menghapus jejakmu

 
Terus melangkah melupakanmu
Lelah hati perhatikan sikapmu
Jalan pikiranmu buatku ragu
Tak mungkin ini tetap bertahan
Perlahan mimpi terasa mengganggu
Kucoba untuk terus menjauh
Perlahan hatiku terbelenggu
Kucoba untuk lanjutkan hidup
You might also like 
Engkau bukanlah segalaku
Bukan tеmpat 'tuk hentikan langkahku
Usai sudah semua berlalu
Biar hujan mеnghapus jejakmu

 
Lepaskan segalanya
Lepaskan segalanya

 
Engkau bukanlah segalaku
Bukan tempat 'tuk hentikan langkahku
Usai sudah semua berlalu
Biar hujan menghapus jejakmu
Engkau bukanlah segalaku
Bukan tempat 'tuk hentikan langkahku
Usai sudah semua berlalu
Biar hujan menghapus jejakmu

 
Ta-na-na-na-na, na-nana-na-na
Ta-na-na-na-na, na-nana-na-na
Ta-na-na-na-na, na-nana-na-na
Ta-na-na-na-na, na-nana-na-na",0
Selamat Pagi,RAN,"Kurasakan hangat indahnya sang mentari
Membangunkanku dari tidur yang lelap ini
Sinarmu yang terang mulai memasuki mata
Dan mengusirku dari alam mimpi

Dan kini kubergegas tuk segera siapkan diriku
Tuk mulai menjalani hari ini
Tak sabar ku temui seluruh sahabat yang tersenyum
Menyambut datangnya pagi ini
Dan kukatakan..

 
Selamat pagi!!
Embun membasahi dunia dan mulai mengawali hari ini
Dan kukatakan:

Selamat pagi!!
Kicau burung bernyanyi dan kini ku siap tuk jalani hari ini
Kini bergegaslah sipakan dirimu untuk memulai menjalani hari iniYou might also like",1
